DeliveryDate,TradeDate,StartTime,EndTime,LoadForecastROI,LoadForecastNI,AggregatedForecast
"2023-11-19","2023-11-20","2023-11-19T23:00:00","2023-11-19T23:30:00",3433,649,4082
"2023-11-19","2023-11-20","2023-11-19T23:30:00","2023-11-20T00:00:00",3395,600,3995
"2023-11-20","2023-11-20","2023-11-20T00:00:00","2023-11-20T00:30:00",3233,550,3783
"2023-11-20","2023-11-20","2023-11-20T00:30:00","2023-11-20T01:00:00",3160,508,3668
"2023-11-20","2023-11-20","2023-11-20T01:00:00","2023-11-20T01:30:00",3064,510,3574
"2023-11-20","2023-11-20","2023-11-20T01:30:00","2023-11-20T02:00:00",3029,522,3551
"2023-11-20","2023-11-20","2023-11-20T02:00:00","2023-11-20T02:30:00",2975,517,3492
"2023-11-20","2023-11-20","2023-11-20T02:30:00","2023-11-20T03:00:00",2948,515,3463
"2023-11-20","2023-11-20","2023-11-20T03:00:00","2023-11-20T03:30:00",2918,503,3421
"2023-11-20","2023-11-20","2023-11-20T03:30:00","2023-11-20T04:00:00",2890,502,3392
"2023-11-20","2023-11-20","2023-11-20T04:00:00","2023-11-20T04:30:00",2908,500,3408
"2023-11-20","2023-11-20","2023-11-20T04:30:00","2023-11-20T05:00:00",2948,505,3453
"2023-11-20","2023-11-20","2023-11-20T05:00:00","2023-11-20T05:30:00",2970,513,3483
"2023-11-20","2023-11-20","2023-11-20T05:30:00","2023-11-20T06:00:00",3053,536,3589
"2023-11-20","2023-11-20","2023-11-20T06:00:00","2023-11-20T06:30:00",3175,589,3764
"2023-11-20","2023-11-20","2023-11-20T06:30:00","2023-11-20T07:00:00",3406,684,4090
"2023-11-20","2023-11-20","2023-11-20T07:00:00","2023-11-20T07:30:00",3643,793,4436
"2023-11-20","2023-11-20","2023-11-20T07:30:00","2023-11-20T08:00:00",3980,916,4896
"2023-11-20","2023-11-20","2023-11-20T08:00:00","2023-11-20T08:30:00",4151,1005,5156
"2023-11-20","2023-11-20","2023-11-20T08:30:00","2023-11-20T09:00:00",4224,1034,5258
"2023-11-20","2023-11-20","2023-11-20T09:00:00","2023-11-20T09:30:00",4331,1071,5402
"2023-11-20","2023-11-20","2023-11-20T09:30:00","2023-11-20T10:00:00",4423,1084,5507
"2023-11-20","2023-11-20","2023-11-20T10:00:00","2023-11-20T10:30:00",4393,1084,5477
"2023-11-20","2023-11-20","2023-11-20T10:30:00","2023-11-20T11:00:00",4377,1080,5457
"2023-11-20","2023-11-20","2023-11-20T11:00:00","2023-11-20T11:30:00",4359,1058,5417
"2023-11-20","2023-11-20","2023-11-20T11:30:00","2023-11-20T12:00:00",4356,1036,5392
"2023-11-20","2023-11-20","2023-11-20T12:00:00","2023-11-20T12:30:00",4363,1028,5391
"2023-11-20","2023-11-20","2023-11-20T12:30:00","2023-11-20T13:00:00",4379,1035,5414
"2023-11-20","2023-11-20","2023-11-20T13:00:00","2023-11-20T13:30:00",4394,1030,5424
"2023-11-20","2023-11-20","2023-11-20T13:30:00","2023-11-20T14:00:00",4308,1000,5308
"2023-11-20","2023-11-20","2023-11-20T14:00:00","2023-11-20T14:30:00",4288,997,5285
"2023-11-20","2023-11-20","2023-11-20T14:30:00","2023-11-20T15:00:00",4308,985,5293
"2023-11-20","2023-11-20","2023-11-20T15:00:00","2023-11-20T15:30:00",4300,986,5286
"2023-11-20","2023-11-20","2023-11-20T15:30:00","2023-11-20T16:00:00",4396,1016,5412
"2023-11-20","2023-11-20","2023-11-20T16:00:00","2023-11-20T16:30:00",4481,1050,5531
"2023-11-20","2023-11-20","2023-11-20T16:30:00","2023-11-20T17:00:00",4662,1123,5785
"2023-11-20","2023-11-20","2023-11-20T17:00:00","2023-11-20T17:30:00",4903,1243,6146
"2023-11-20","2023-11-20","2023-11-20T17:30:00","2023-11-20T18:00:00",4995,1280,6275
"2023-11-20","2023-11-20","2023-11-20T18:00:00","2023-11-20T18:30:00",4986,1239,6225
"2023-11-20","2023-11-20","2023-11-20T18:30:00","2023-11-20T19:00:00",4933,1183,6116
"2023-11-20","2023-11-20","2023-11-20T19:00:00","2023-11-20T19:30:00",4776,1116,5892
"2023-11-20","2023-11-20","2023-11-20T19:30:00","2023-11-20T20:00:00",4706,1083,5789
"2023-11-20","2023-11-20","2023-11-20T20:00:00","2023-11-20T20:30:00",4593,1035,5628
"2023-11-20","2023-11-20","2023-11-20T20:30:00","2023-11-20T21:00:00",4465,1001,5466
"2023-11-20","2023-11-20","2023-11-20T21:00:00","2023-11-20T21:30:00",4354,963,5317
"2023-11-20","2023-11-20","2023-11-20T21:30:00","2023-11-20T22:00:00",4192,909,5101
"2023-11-20","2023-11-20","2023-11-20T22:00:00","2023-11-20T22:30:00",3999,840,4839
"2023-11-20","2023-11-20","2023-11-20T22:30:00","2023-11-20T23:00:00",3810,794,4604
"2023-11-20","2023-11-21","2023-11-20T23:00:00","2023-11-20T23:30:00",3709,721,4430
"2023-11-20","2023-11-21","2023-11-20T23:30:00","2023-11-21T00:00:00",3631,663,4294
"2023-11-21","2023-11-21","2023-11-21T00:00:00","2023-11-21T00:30:00",3477,663,4140
"2023-11-21","2023-11-21","2023-11-21T00:30:00","2023-11-21T01:00:00",3414,628,4042
"2023-11-21","2023-11-21","2023-11-21T01:00:00","2023-11-21T01:30:00",3301,610,3911
"2023-11-21","2023-11-21","2023-11-21T01:30:00","2023-11-21T02:00:00",3252,625,3877
"2023-11-21","2023-11-21","2023-11-21T02:00:00","2023-11-21T02:30:00",3198,612,3810
"2023-11-21","2023-11-21","2023-11-21T02:30:00","2023-11-21T03:00:00",3195,605,3800
"2023-11-21","2023-11-21","2023-11-21T03:00:00","2023-11-21T03:30:00",3187,597,3784
"2023-11-21","2023-11-21","2023-11-21T03:30:00","2023-11-21T04:00:00",3166,590,3756
"2023-11-21","2023-11-21","2023-11-21T04:00:00","2023-11-21T04:30:00",3150,580,3730
"2023-11-21","2023-11-21","2023-11-21T04:30:00","2023-11-21T05:00:00",3157,586,3743
"2023-11-21","2023-11-21","2023-11-21T05:00:00","2023-11-21T05:30:00",3173,597,3770
"2023-11-21","2023-11-21","2023-11-21T05:30:00","2023-11-21T06:00:00",3258,624,3882
"2023-11-21","2023-11-21","2023-11-21T06:00:00","2023-11-21T06:30:00",3387,680,4067
"2023-11-21","2023-11-21","2023-11-21T06:30:00","2023-11-21T07:00:00",3624,768,4392
"2023-11-21","2023-11-21","2023-11-21T07:00:00","2023-11-21T07:30:00",3926,879,4805
"2023-11-21","2023-11-21","2023-11-21T07:30:00","2023-11-21T08:00:00",4267,1007,5274
"2023-11-21","2023-11-21","2023-11-21T08:00:00","2023-11-21T08:30:00",4391,1074,5465
"2023-11-21","2023-11-21","2023-11-21T08:30:00","2023-11-21T09:00:00",4450,1112,5562
"2023-11-21","2023-11-21","2023-11-21T09:00:00","2023-11-21T09:30:00",4467,1142,5609
"2023-11-21","2023-11-21","2023-11-21T09:30:00","2023-11-21T10:00:00",4532,1178,5710
"2023-11-21","2023-11-21","2023-11-21T10:00:00","2023-11-21T10:30:00",4495,1179,5674
"2023-11-21","2023-11-21","2023-11-21T10:30:00","2023-11-21T11:00:00",4446,1166,5612
"2023-11-21","2023-11-21","2023-11-21T11:00:00","2023-11-21T11:30:00",4445,1172,5617
"2023-11-21","2023-11-21","2023-11-21T11:30:00","2023-11-21T12:00:00",4422,1163,5585
"2023-11-21","2023-11-21","2023-11-21T12:00:00","2023-11-21T12:30:00",4407,1163,5570
"2023-11-21","2023-11-21","2023-11-21T12:30:00","2023-11-21T13:00:00",4440,1176,5616
"2023-11-21","2023-11-21","2023-11-21T13:00:00","2023-11-21T13:30:00",4453,1155,5608
"2023-11-21","2023-11-21","2023-11-21T13:30:00","2023-11-21T14:00:00",4399,1137,5536
"2023-11-21","2023-11-21","2023-11-21T14:00:00","2023-11-21T14:30:00",4408,1127,5535
"2023-11-21","2023-11-21","2023-11-21T14:30:00","2023-11-21T15:00:00",4447,1144,5591
"2023-11-21","2023-11-21","2023-11-21T15:00:00","2023-11-21T15:30:00",4495,1147,5642
"2023-11-21","2023-11-21","2023-11-21T15:30:00","2023-11-21T16:00:00",4559,1159,5718
"2023-11-21","2023-11-21","2023-11-21T16:00:00","2023-11-21T16:30:00",4618,1194,5812
"2023-11-21","2023-11-21","2023-11-21T16:30:00","2023-11-21T17:00:00",4760,1269,6029
"2023-11-21","2023-11-21","2023-11-21T17:00:00","2023-11-21T17:30:00",4962,1341,6303
"2023-11-21","2023-11-21","2023-11-21T17:30:00","2023-11-21T18:00:00",5080,1350,6430
"2023-11-21","2023-11-21","2023-11-21T18:00:00","2023-11-21T18:30:00",5065,1301,6366
"2023-11-21","2023-11-21","2023-11-21T18:30:00","2023-11-21T19:00:00",4983,1246,6229
"2023-11-21","2023-11-21","2023-11-21T19:00:00","2023-11-21T19:30:00",4876,1185,6061
"2023-11-21","2023-11-21","2023-11-21T19:30:00","2023-11-21T20:00:00",4820,1156,5976
"2023-11-21","2023-11-21","2023-11-21T20:00:00","2023-11-21T20:30:00",4713,1097,5810
"2023-11-21","2023-11-21","2023-11-21T20:30:00","2023-11-21T21:00:00",4615,1056,5671
"2023-11-21","2023-11-21","2023-11-21T21:00:00","2023-11-21T21:30:00",4501,1011,5512
"2023-11-21","2023-11-21","2023-11-21T21:30:00","2023-11-21T22:00:00",4333,963,5296
"2023-11-21","2023-11-21","2023-11-21T22:00:00","2023-11-21T22:30:00",4148,897,5045
"2023-11-21","2023-11-21","2023-11-21T22:30:00","2023-11-21T23:00:00",3959,828,4787
"2023-11-21","2023-11-22","2023-11-21T23:00:00","2023-11-21T23:30:00",3826,763,4589
"2023-11-21","2023-11-22","2023-11-21T23:30:00","2023-11-22T00:00:00",3757,707,4464
"2023-11-22","2023-11-22","2023-11-22T00:00:00","2023-11-22T00:30:00",3462,601,4063
"2023-11-22","2023-11-22","2023-11-22T00:30:00","2023-11-22T01:00:00",3364,577,3941
"2023-11-22","2023-11-22","2023-11-22T01:00:00","2023-11-22T01:30:00",3276,575,3851
"2023-11-22","2023-11-22","2023-11-22T01:30:00","2023-11-22T02:00:00",3224,595,3819
"2023-11-22","2023-11-22","2023-11-22T02:00:00","2023-11-22T02:30:00",3202,578,3780
"2023-11-22","2023-11-22","2023-11-22T02:30:00","2023-11-22T03:00:00",3212,579,3791
"2023-11-22","2023-11-22","2023-11-22T03:00:00","2023-11-22T03:30:00",3165,564,3729
"2023-11-22","2023-11-22","2023-11-22T03:30:00","2023-11-22T04:00:00",3154,544,3698
"2023-11-22","2023-11-22","2023-11-22T04:00:00","2023-11-22T04:30:00",3150,540,3690
"2023-11-22","2023-11-22","2023-11-22T04:30:00","2023-11-22T05:00:00",3161,541,3702
"2023-11-22","2023-11-22","2023-11-22T05:00:00","2023-11-22T05:30:00",3158,542,3700
"2023-11-22","2023-11-22","2023-11-22T05:30:00","2023-11-22T06:00:00",3230,555,3785
"2023-11-22","2023-11-22","2023-11-22T06:00:00","2023-11-22T06:30:00",3373,597,3970
"2023-11-22","2023-11-22","2023-11-22T06:30:00","2023-11-22T07:00:00",3590,696,4286
"2023-11-22","2023-11-22","2023-11-22T07:00:00","2023-11-22T07:30:00",3884,806,4690
"2023-11-22","2023-11-22","2023-11-22T07:30:00","2023-11-22T08:00:00",4269,924,5193
"2023-11-22","2023-11-22","2023-11-22T08:00:00","2023-11-22T08:30:00",4402,1004,5406
"2023-11-22","2023-11-22","2023-11-22T08:30:00","2023-11-22T09:00:00",4448,1035,5483
"2023-11-22","2023-11-22","2023-11-22T09:00:00","2023-11-22T09:30:00",4505,1061,5566
"2023-11-22","2023-11-22","2023-11-22T09:30:00","2023-11-22T10:00:00",4554,1089,5643
"2023-11-22","2023-11-22","2023-11-22T10:00:00","2023-11-22T10:30:00",4532,1075,5607
"2023-11-22","2023-11-22","2023-11-22T10:30:00","2023-11-22T11:00:00",4494,1067,5561
"2023-11-22","2023-11-22","2023-11-22T11:00:00","2023-11-22T11:30:00",4479,1064,5543
"2023-11-22","2023-11-22","2023-11-22T11:30:00","2023-11-22T12:00:00",4468,1054,5522
"2023-11-22","2023-11-22","2023-11-22T12:00:00","2023-11-22T12:30:00",4442,1052,5494
"2023-11-22","2023-11-22","2023-11-22T12:30:00","2023-11-22T13:00:00",4468,1061,5529
"2023-11-22","2023-11-22","2023-11-22T13:00:00","2023-11-22T13:30:00",4466,1058,5524
"2023-11-22","2023-11-22","2023-11-22T13:30:00","2023-11-22T14:00:00",4433,1030,5463
"2023-11-22","2023-11-22","2023-11-22T14:00:00","2023-11-22T14:30:00",4429,1043,5472
"2023-11-22","2023-11-22","2023-11-22T14:30:00","2023-11-22T15:00:00",4443,1038,5481
"2023-11-22","2023-11-22","2023-11-22T15:00:00","2023-11-22T15:30:00",4486,1037,5523
"2023-11-22","2023-11-22","2023-11-22T15:30:00","2023-11-22T16:00:00",4543,1059,5602
"2023-11-22","2023-11-22","2023-11-22T16:00:00","2023-11-22T16:30:00",4616,1090,5706
"2023-11-22","2023-11-22","2023-11-22T16:30:00","2023-11-22T17:00:00",4806,1174,5980
"2023-11-22","2023-11-22","2023-11-22T17:00:00","2023-11-22T17:30:00",5019,1266,6285
"2023-11-22","2023-11-22","2023-11-22T17:30:00","2023-11-22T18:00:00",5100,1270,6370
"2023-11-22","2023-11-22","2023-11-22T18:00:00","2023-11-22T18:30:00",5066,1228,6294
"2023-11-22","2023-11-22","2023-11-22T18:30:00","2023-11-22T19:00:00",4979,1161,6140
"2023-11-22","2023-11-22","2023-11-22T19:00:00","2023-11-22T19:30:00",4855,1109,5964
"2023-11-22","2023-11-22","2023-11-22T19:30:00","2023-11-22T20:00:00",4745,1076,5821
"2023-11-22","2023-11-22","2023-11-22T20:00:00","2023-11-22T20:30:00",4629,1031,5660
"2023-11-22","2023-11-22","2023-11-22T20:30:00","2023-11-22T21:00:00",4517,1004,5521
"2023-11-22","2023-11-22","2023-11-22T21:00:00","2023-11-22T21:30:00",4403,975,5378
"2023-11-22","2023-11-22","2023-11-22T21:30:00","2023-11-22T22:00:00",4220,915,5135
"2023-11-22","2023-11-22","2023-11-22T22:00:00","2023-11-22T22:30:00",4059,852,4911
"2023-11-22","2023-11-22","2023-11-22T22:30:00","2023-11-22T23:00:00",3861,805,4666
"2023-11-22","2023-11-23","2023-11-22T23:00:00","2023-11-22T23:30:00",3720,736,4456
"2023-11-22","2023-11-23","2023-11-22T23:30:00","2023-11-23T00:00:00",3615,686,4301
"2023-11-23","2023-11-23","2023-11-23T00:00:00","2023-11-23T00:30:00",3542,603,4145
"2023-11-23","2023-11-23","2023-11-23T00:30:00","2023-11-23T01:00:00",3442,566,4008
"2023-11-23","2023-11-23","2023-11-23T01:00:00","2023-11-23T01:30:00",3356,539,3895
"2023-11-23","2023-11-23","2023-11-23T01:30:00","2023-11-23T02:00:00",3297,555,3852
"2023-11-23","2023-11-23","2023-11-23T02:00:00","2023-11-23T02:30:00",3247,544,3791
"2023-11-23","2023-11-23","2023-11-23T02:30:00","2023-11-23T03:00:00",3212,522,3734
"2023-11-23","2023-11-23","2023-11-23T03:00:00","2023-11-23T03:30:00",3191,515,3706
"2023-11-23","2023-11-23","2023-11-23T03:30:00","2023-11-23T04:00:00",3185,502,3687
"2023-11-23","2023-11-23","2023-11-23T04:00:00","2023-11-23T04:30:00",3170,500,3670
"2023-11-23","2023-11-23","2023-11-23T04:30:00","2023-11-23T05:00:00",3150,501,3651
"2023-11-23","2023-11-23","2023-11-23T05:00:00","2023-11-23T05:30:00",3160,501,3661
"2023-11-23","2023-11-23","2023-11-23T05:30:00","2023-11-23T06:00:00",3241,527,3768
"2023-11-23","2023-11-23","2023-11-23T06:00:00","2023-11-23T06:30:00",3352,581,3933
"2023-11-23","2023-11-23","2023-11-23T06:30:00","2023-11-23T07:00:00",3577,687,4264
"2023-11-23","2023-11-23","2023-11-23T07:00:00","2023-11-23T07:30:00",3871,813,4684
"2023-11-23","2023-11-23","2023-11-23T07:30:00","2023-11-23T08:00:00",4262,953,5215
"2023-11-23","2023-11-23","2023-11-23T08:00:00","2023-11-23T08:30:00",4419,1031,5450
"2023-11-23","2023-11-23","2023-11-23T08:30:00","2023-11-23T09:00:00",4447,1039,5486
"2023-11-23","2023-11-23","2023-11-23T09:00:00","2023-11-23T09:30:00",4460,1045,5505
"2023-11-23","2023-11-23","2023-11-23T09:30:00","2023-11-23T10:00:00",4522,1065,5587
"2023-11-23","2023-11-23","2023-11-23T10:00:00","2023-11-23T10:30:00",4493,1067,5560
"2023-11-23","2023-11-23","2023-11-23T10:30:00","2023-11-23T11:00:00",4515,1059,5574
"2023-11-23","2023-11-23","2023-11-23T11:00:00","2023-11-23T11:30:00",4502,1061,5563
"2023-11-23","2023-11-23","2023-11-23T11:30:00","2023-11-23T12:00:00",4500,1059,5559
"2023-11-23","2023-11-23","2023-11-23T12:00:00","2023-11-23T12:30:00",4477,1055,5532
"2023-11-23","2023-11-23","2023-11-23T12:30:00","2023-11-23T13:00:00",4522,1081,5603
"2023-11-23","2023-11-23","2023-11-23T13:00:00","2023-11-23T13:30:00",4547,1069,5616
"2023-11-23","2023-11-23","2023-11-23T13:30:00","2023-11-23T14:00:00",4496,1033,5529
"2023-11-23","2023-11-23","2023-11-23T14:00:00","2023-11-23T14:30:00",4481,1035,5516
"2023-11-23","2023-11-23","2023-11-23T14:30:00","2023-11-23T15:00:00",4471,1044,5515
"2023-11-23","2023-11-23","2023-11-23T15:00:00","2023-11-23T15:30:00",4512,1045,5557
"2023-11-23","2023-11-23","2023-11-23T15:30:00","2023-11-23T16:00:00",4565,1071,5636
"2023-11-23","2023-11-23","2023-11-23T16:00:00","2023-11-23T16:30:00",4630,1110,5740
"2023-11-23","2023-11-23","2023-11-23T16:30:00","2023-11-23T17:00:00",4793,1210,6003
"2023-11-23","2023-11-23","2023-11-23T17:00:00","2023-11-23T17:30:00",4968,1291,6259
"2023-11-23","2023-11-23","2023-11-23T17:30:00","2023-11-23T18:00:00",5040,1300,6340
"2023-11-23","2023-11-23","2023-11-23T18:00:00","2023-11-23T18:30:00",5019,1243,6262
"2023-11-23","2023-11-23","2023-11-23T18:30:00","2023-11-23T19:00:00",4930,1171,6101
"2023-11-23","2023-11-23","2023-11-23T19:00:00","2023-11-23T19:30:00",4810,1118,5928
"2023-11-23","2023-11-23","2023-11-23T19:30:00","2023-11-23T20:00:00",4778,1088,5866
"2023-11-23","2023-11-23","2023-11-23T20:00:00","2023-11-23T20:30:00",4646,1045,5691
"2023-11-23","2023-11-23","2023-11-23T20:30:00","2023-11-23T21:00:00",4535,991,5526
"2023-11-23","2023-11-23","2023-11-23T21:00:00","2023-11-23T21:30:00",4426,963,5389
"2023-11-23","2023-11-23","2023-11-23T21:30:00","2023-11-23T22:00:00",4232,893,5125
"2023-11-23","2023-11-23","2023-11-23T22:00:00","2023-11-23T22:30:00",4067,801,4868
"2023-11-23","2023-11-23","2023-11-23T22:30:00","2023-11-23T23:00:00",3903,725,4628
"2023-11-23","2023-11-24","2023-11-23T23:00:00","2023-11-23T23:30:00",3769,653,4422
"2023-11-23","2023-11-24","2023-11-23T23:30:00","2023-11-24T00:00:00",3690,590,4280
"2023-11-24","2023-11-24","2023-11-24T00:00:00","2023-11-24T00:30:00",3573,659,4232
"2023-11-24","2023-11-24","2023-11-24T00:30:00","2023-11-24T01:00:00",3457,630,4087
"2023-11-24","2023-11-24","2023-11-24T01:00:00","2023-11-24T01:30:00",3356,602,3958
"2023-11-24","2023-11-24","2023-11-24T01:30:00","2023-11-24T02:00:00",3315,625,3940
"2023-11-24","2023-11-24","2023-11-24T02:00:00","2023-11-24T02:30:00",3246,603,3849
"2023-11-24","2023-11-24","2023-11-24T02:30:00","2023-11-24T03:00:00",3251,597,3848
"2023-11-24","2023-11-24","2023-11-24T03:00:00","2023-11-24T03:30:00",3212,576,3788
"2023-11-24","2023-11-24","2023-11-24T03:30:00","2023-11-24T04:00:00",3211,569,3780
"2023-11-24","2023-11-24","2023-11-24T04:00:00","2023-11-24T04:30:00",3184,560,3744
"2023-11-24","2023-11-24","2023-11-24T04:30:00","2023-11-24T05:00:00",3170,564,3734
"2023-11-24","2023-11-24","2023-11-24T05:00:00","2023-11-24T05:30:00",3191,564,3755
"2023-11-24","2023-11-24","2023-11-24T05:30:00","2023-11-24T06:00:00",3257,585,3842
"2023-11-24","2023-11-24","2023-11-24T06:00:00","2023-11-24T06:30:00",3400,631,4031
"2023-11-24","2023-11-24","2023-11-24T06:30:00","2023-11-24T07:00:00",3646,719,4365
"2023-11-24","2023-11-24","2023-11-24T07:00:00","2023-11-24T07:30:00",3921,839,4760
"2023-11-24","2023-11-24","2023-11-24T07:30:00","2023-11-24T08:00:00",4260,977,5237
"2023-11-24","2023-11-24","2023-11-24T08:00:00","2023-11-24T08:30:00",4389,1046,5435
"2023-11-24","2023-11-24","2023-11-24T08:30:00","2023-11-24T09:00:00",4471,1071,5542
"2023-11-24","2023-11-24","2023-11-24T09:00:00","2023-11-24T09:30:00",4509,1079,5588
"2023-11-24","2023-11-24","2023-11-24T09:30:00","2023-11-24T10:00:00",4536,1110,5646
"2023-11-24","2023-11-24","2023-11-24T10:00:00","2023-11-24T10:30:00",4496,1097,5593
"2023-11-24","2023-11-24","2023-11-24T10:30:00","2023-11-24T11:00:00",4444,1076,5520
"2023-11-24","2023-11-24","2023-11-24T11:00:00","2023-11-24T11:30:00",4405,1084,5489
"2023-11-24","2023-11-24","2023-11-24T11:30:00","2023-11-24T12:00:00",4372,1102,5474
"2023-11-24","2023-11-24","2023-11-24T12:00:00","2023-11-24T12:30:00",4358,1082,5440
"2023-11-24","2023-11-24","2023-11-24T12:30:00","2023-11-24T13:00:00",4366,1076,5442
"2023-11-24","2023-11-24","2023-11-24T13:00:00","2023-11-24T13:30:00",4369,1052,5421
"2023-11-24","2023-11-24","2023-11-24T13:30:00","2023-11-24T14:00:00",4280,1025,5305
"2023-11-24","2023-11-24","2023-11-24T14:00:00","2023-11-24T14:30:00",4273,1000,5273
"2023-11-24","2023-11-24","2023-11-24T14:30:00","2023-11-24T15:00:00",4273,994,5267
"2023-11-24","2023-11-24","2023-11-24T15:00:00","2023-11-24T15:30:00",4280,990,5270
"2023-11-24","2023-11-24","2023-11-24T15:30:00","2023-11-24T16:00:00",4355,1004,5359
"2023-11-24","2023-11-24","2023-11-24T16:00:00","2023-11-24T16:30:00",4417,1035,5452
"2023-11-24","2023-11-24","2023-11-24T16:30:00","2023-11-24T17:00:00",4492,1132,5624
"2023-11-24","2023-11-24","2023-11-24T17:00:00","2023-11-24T17:30:00",4739,1247,5986
"2023-11-24","2023-11-24","2023-11-24T17:30:00","2023-11-24T18:00:00",4896,1280,6176
"2023-11-24","2023-11-24","2023-11-24T18:00:00","2023-11-24T18:30:00",4900,1255,6155
"2023-11-24","2023-11-24","2023-11-24T18:30:00","2023-11-24T19:00:00",4834,1204,6038
"2023-11-24","2023-11-24","2023-11-24T19:00:00","2023-11-24T19:30:00",4718,1157,5875
"2023-11-24","2023-11-24","2023-11-24T19:30:00","2023-11-24T20:00:00",4645,1120,5765
"2023-11-24","2023-11-24","2023-11-24T20:00:00","2023-11-24T20:30:00",4541,1081,5622
"2023-11-24","2023-11-24","2023-11-24T20:30:00","2023-11-24T21:00:00",4436,1043,5479
"2023-11-24","2023-11-24","2023-11-24T21:00:00","2023-11-24T21:30:00",4317,996,5313
"2023-11-24","2023-11-24","2023-11-24T21:30:00","2023-11-24T22:00:00",4162,936,5098
"2023-11-24","2023-11-24","2023-11-24T22:00:00","2023-11-24T22:30:00",4019,873,4892
"2023-11-24","2023-11-24","2023-11-24T22:30:00","2023-11-24T23:00:00",3880,827,4707
"2023-11-24","2023-11-25","2023-11-24T23:00:00","2023-11-24T23:30:00",3766,774,4540
"2023-11-24","2023-11-25","2023-11-24T23:30:00","2023-11-25T00:00:00",3726,724,4450
"2023-11-25","2023-11-25","2023-11-25T00:00:00","2023-11-25T00:30:00",3711,702,4413
"2023-11-25","2023-11-25","2023-11-25T00:30:00","2023-11-25T01:00:00",3636,677,4313
"2023-11-25","2023-11-25","2023-11-25T01:00:00","2023-11-25T01:30:00",3558,660,4218
"2023-11-25","2023-11-25","2023-11-25T01:30:00","2023-11-25T02:00:00",3508,659,4167
"2023-11-25","2023-11-25","2023-11-25T02:00:00","2023-11-25T02:30:00",3372,642,4014
"2023-11-25","2023-11-25","2023-11-25T02:30:00","2023-11-25T03:00:00",3369,641,4010
"2023-11-25","2023-11-25","2023-11-25T03:00:00","2023-11-25T03:30:00",3297,624,3921
"2023-11-25","2023-11-25","2023-11-25T03:30:00","2023-11-25T04:00:00",3253,620,3873
"2023-11-25","2023-11-25","2023-11-25T04:00:00","2023-11-25T04:30:00",3222,621,3843
"2023-11-25","2023-11-25","2023-11-25T04:30:00","2023-11-25T05:00:00",3220,621,3841
"2023-11-25","2023-11-25","2023-11-25T05:00:00","2023-11-25T05:30:00",3190,626,3816
"2023-11-25","2023-11-25","2023-11-25T05:30:00","2023-11-25T06:00:00",3208,638,3846
"2023-11-25","2023-11-25","2023-11-25T06:00:00","2023-11-25T06:30:00",3263,668,3931
"2023-11-25","2023-11-25","2023-11-25T06:30:00","2023-11-25T07:00:00",3364,711,4075
"2023-11-25","2023-11-25","2023-11-25T07:00:00","2023-11-25T07:30:00",3459,757,4216
"2023-11-25","2023-11-25","2023-11-25T07:30:00","2023-11-25T08:00:00",3583,812,4395
"2023-11-25","2023-11-25","2023-11-25T08:00:00","2023-11-25T08:30:00",3708,864,4572
"2023-11-25","2023-11-25","2023-11-25T08:30:00","2023-11-25T09:00:00",3834,919,4753
"2023-11-25","2023-11-25","2023-11-25T09:00:00","2023-11-25T09:30:00",3995,962,4957
"2023-11-25","2023-11-25","2023-11-25T09:30:00","2023-11-25T10:00:00",4066,1004,5070
"2023-11-25","2023-11-25","2023-11-25T10:00:00","2023-11-25T10:30:00",4156,1018,5174
"2023-11-25","2023-11-25","2023-11-25T10:30:00","2023-11-25T11:00:00",4184,1032,5216
"2023-11-25","2023-11-25","2023-11-25T11:00:00","2023-11-25T11:30:00",4221,1039,5260
"2023-11-25","2023-11-25","2023-11-25T11:30:00","2023-11-25T12:00:00",4264,1047,5311
"2023-11-25","2023-11-25","2023-11-25T12:00:00","2023-11-25T12:30:00",4244,1047,5291
"2023-11-25","2023-11-25","2023-11-25T12:30:00","2023-11-25T13:00:00",4261,1055,5316
"2023-11-25","2023-11-25","2023-11-25T13:00:00","2023-11-25T13:30:00",4250,1051,5301
"2023-11-25","2023-11-25","2023-11-25T13:30:00","2023-11-25T14:00:00",4234,1033,5267
"2023-11-25","2023-11-25","2023-11-25T14:00:00","2023-11-25T14:30:00",4189,1012,5201
"2023-11-25","2023-11-25","2023-11-25T14:30:00","2023-11-25T15:00:00",4179,1003,5182
"2023-11-25","2023-11-25","2023-11-25T15:00:00","2023-11-25T15:30:00",4162,1001,5163
"2023-11-25","2023-11-25","2023-11-25T15:30:00","2023-11-25T16:00:00",4185,1003,5188
"2023-11-25","2023-11-25","2023-11-25T16:00:00","2023-11-25T16:30:00",4233,1026,5259
"2023-11-25","2023-11-25","2023-11-25T16:30:00","2023-11-25T17:00:00",4370,1092,5462
"2023-11-25","2023-11-25","2023-11-25T17:00:00","2023-11-25T17:30:00",4558,1163,5721
"2023-11-25","2023-11-25","2023-11-25T17:30:00","2023-11-25T18:00:00",4650,1220,5870
"2023-11-25","2023-11-25","2023-11-25T18:00:00","2023-11-25T18:30:00",4628,1208,5836
"2023-11-25","2023-11-25","2023-11-25T18:30:00","2023-11-25T19:00:00",4534,1157,5691
"2023-11-25","2023-11-25","2023-11-25T19:00:00","2023-11-25T19:30:00",4445,1114,5559
