TradeDate,StartTime,EndTime,TotalPN,NetInterconnectorSchedule,TSODemandForecast,TSORenewableForecast,CalculatedImbalance
"2023-11-20","2023-11-19T23:00:00","2023-11-19T23:30:00",884.7,830,4082,2260.649,106.651
"2023-11-20","2023-11-19T23:30:00","2023-11-20T00:00:00",878.65,799,3995,2156.705,160.646
"2023-11-20","2023-11-20T00:00:00","2023-11-20T00:30:00",868.45,761,3764,2061.112,73.438
"2023-11-20","2023-11-20T00:30:00","2023-11-20T01:00:00",817.24,625,3648,2108.488,97.272
"2023-11-20","2023-11-20T01:00:00","2023-11-20T01:30:00",823.09,486,3554,2060.604,184.306
"2023-11-20","2023-11-20T01:30:00","2023-11-20T02:00:00",679.83,485,3532,2256.244,110.926
"2023-11-20","2023-11-20T02:00:00","2023-11-20T02:30:00",686.23,431,3473,2147.949,207.821
"2023-11-20","2023-11-20T02:30:00","2023-11-20T03:00:00",531.43,405,3443,2313.36,193.21
"2023-11-20","2023-11-20T03:00:00","2023-11-20T03:30:00",396.63,305,3401,2519.179,180.191
"2023-11-20","2023-11-20T03:30:00","2023-11-20T04:00:00",393.05,70,3372,2686.728,222.222
"2023-11-20","2023-11-20T04:00:00","2023-11-20T04:30:00",397.45,0,3388,2789.626,200.924
"2023-11-20","2023-11-20T04:30:00","2023-11-20T05:00:00",396.8,-150,3433,3011.563,174.637
"2023-11-20","2023-11-20T05:00:00","2023-11-20T05:30:00",407.83,-384,3463,3169.89,269.28
"2023-11-20","2023-11-20T05:30:00","2023-11-20T06:00:00",509.63,-422,3569,3341.041,140.329
"2023-11-20","2023-11-20T06:00:00","2023-11-20T06:30:00",963.05,-435,3747,3523.989,-305.039
"2023-11-20","2023-11-20T06:30:00","2023-11-20T07:00:00",1057.55,-507,4074,3605.753,-82.303
"2023-11-20","2023-11-20T07:00:00","2023-11-20T07:30:00",1374.4,-393,4424,3679.155,-236.555
"2023-11-20","2023-11-20T07:30:00","2023-11-20T08:00:00",1388.35,-429,4886,3730.123,196.527
"2023-11-20","2023-11-20T08:00:00","2023-11-20T08:30:00",1465.74,-271,5156,3877.426,83.834
"2023-11-20","2023-11-20T08:30:00","2023-11-20T09:00:00",1452.84,-173,5258,3920.298,57.862
"2023-11-20","2023-11-20T09:00:00","2023-11-20T09:30:00",1456.54,-81,5402,4042.518,-16.058
"2023-11-20","2023-11-20T09:30:00","2023-11-20T10:00:00",1464.84,0,5507,4087.544,-45.384
"2023-11-20","2023-11-20T10:00:00","2023-11-20T10:30:00",1464.19,0,5477,4222.283,-209.473
"2023-11-20","2023-11-20T10:30:00","2023-11-20T11:00:00",1440.7,0,5457,4251.289,-234.988
"2023-11-20","2023-11-20T11:00:00","2023-11-20T11:30:00",1405.05,0,5417,4384.74,-372.79
"2023-11-20","2023-11-20T11:30:00","2023-11-20T12:00:00",1391.7,-200,5392,4366.642,-166.342
"2023-11-20","2023-11-20T12:00:00","2023-11-20T12:30:00",1394.3,-300,5391,4391.122,-94.421
"2023-11-20","2023-11-20T12:30:00","2023-11-20T13:00:00",1421.2,-312,5414,4381.989,-77.188
"2023-11-20","2023-11-20T13:00:00","2023-11-20T13:30:00",1410.3,-354,5424,4390.334,-22.635
"2023-11-20","2023-11-20T13:30:00","2023-11-20T14:00:00",1462.9,-326,5308,4356.187,-185.086
"2023-11-20","2023-11-20T14:00:00","2023-11-20T14:30:00",1448.6,-325,5285,4362.066,-200.667
"2023-11-20","2023-11-20T14:30:00","2023-11-20T15:00:00",1459.1,-418,5293,4341.148,-89.249
"2023-11-20","2023-11-20T15:00:00","2023-11-20T15:30:00",1472.6,-250,5286,4329.76,-266.359
"2023-11-20","2023-11-20T15:30:00","2023-11-20T16:00:00",1463.1,-176,5412,4316.655,-191.755
"2023-11-20","2023-11-20T16:00:00","2023-11-20T16:30:00",1621.78,-109,5531,4207.995,-189.775
"2023-11-20","2023-11-20T16:30:00","2023-11-20T17:00:00",1629.93,0,5785,4177.18,-22.11
"2023-11-20","2023-11-20T17:00:00","2023-11-20T17:30:00",1751.51,120,6146,4154.672,119.818
"2023-11-20","2023-11-20T17:30:00","2023-11-20T18:00:00",1751.56,420,6275,4101.312,2.129
"2023-11-20","2023-11-20T18:00:00","2023-11-20T18:30:00",1754.86,409,6225,4110.138,-48.998
"2023-11-20","2023-11-20T18:30:00","2023-11-20T19:00:00",1753.71,400,6116,3998.023,-35.733
"2023-11-20","2023-11-20T19:00:00","2023-11-20T19:30:00",1718.11,308,5892,3933.665,-67.775
"2023-11-20","2023-11-20T19:30:00","2023-11-20T20:00:00",1718.66,201,5789,3806.051,63.289
"2023-11-20","2023-11-20T20:00:00","2023-11-20T20:30:00",1717.66,256,5628,3872.291,-217.951
"2023-11-20","2023-11-20T20:30:00","2023-11-20T21:00:00",1574.58,267,5466,3793.462,-169.042
"2023-11-20","2023-11-20T21:00:00","2023-11-20T21:30:00",1567.13,294,5317,3708.404,-252.534
"2023-11-20","2023-11-20T21:30:00","2023-11-20T22:00:00",1423.3,372,5101,3572.727,-267.026
"2023-11-20","2023-11-20T22:00:00","2023-11-20T22:30:00",1412.3,285,4839,3277.902,-136.202
"2023-11-20","2023-11-20T22:30:00","2023-11-20T23:00:00",1388.08,164,4604,3178.563,-126.643
"2023-11-21","2023-11-20T23:00:00","2023-11-20T23:30:00",1401.13,180,4430,2935.345,-86.475
"2023-11-21","2023-11-20T23:30:00","2023-11-21T00:00:00",1234.34,160,4294,2829.18,70.48
"2023-11-21","2023-11-21T00:00:00","2023-11-21T00:30:00",1300.81,220,4108,2678.596,-91.406
"2023-11-21","2023-11-21T00:30:00","2023-11-21T01:00:00",1085.01,230,4026,2567.713,143.277
"2023-11-21","2023-11-21T01:00:00","2023-11-21T01:30:00",1155.16,249,3899,2424.322,70.518
"2023-11-21","2023-11-21T01:30:00","2023-11-21T02:00:00",1150.26,425,3862,2255.115,31.625
"2023-11-21","2023-11-21T02:00:00","2023-11-21T02:30:00",1128.16,519,3781,2236.582,-102.742
"2023-11-21","2023-11-21T02:30:00","2023-11-21T03:00:00",1209.743,627,3771,2133.605,-199.349
"2023-11-21","2023-11-21T03:00:00","2023-11-21T03:30:00",1251.94,623,3755,2007.333,-127.272
"2023-11-21","2023-11-21T03:30:00","2023-11-21T04:00:00",1340.99,683,3726,1888.542,-186.532
"2023-11-21","2023-11-21T04:00:00","2023-11-21T04:30:00",1396.5,766,3700,1771.731,-234.231
"2023-11-21","2023-11-21T04:30:00","2023-11-21T05:00:00",1460.8,827,3714,1612.532,-186.333
"2023-11-21","2023-11-21T05:00:00","2023-11-21T05:30:00",1879.633,780,3761,1439.936,-338.568
"2023-11-21","2023-11-21T05:30:00","2023-11-21T06:00:00",1959.6,675,3872,1242.809,-5.409
"2023-11-21","2023-11-21T06:00:00","2023-11-21T06:30:00",2765.036,642,4067,1124.062,-464.098
"2023-11-21","2023-11-21T06:30:00","2023-11-21T07:00:00",2979.513,479,4392,951.955,-18.468
"2023-11-21","2023-11-21T07:00:00","2023-11-21T07:30:00",3596.2,553,4805,932.857,-277.058
"2023-11-21","2023-11-21T07:30:00","2023-11-21T08:00:00",4127.8,545,5274,790.779,-189.579
"2023-11-21","2023-11-21T08:00:00","2023-11-21T08:30:00",4293.75,695,5465,836.078,-359.828
"2023-11-21","2023-11-21T08:30:00","2023-11-21T09:00:00",4287.8,878,5562,719.266,-323.066
"2023-11-21","2023-11-21T09:00:00","2023-11-21T09:30:00",4421.18,924,5609,650.098,-386.277
"2023-11-21","2023-11-21T09:30:00","2023-11-21T10:00:00",4352.03,980,5710,587.228,-209.258
"2023-11-21","2023-11-21T10:00:00","2023-11-21T10:30:00",4349.13,980,5674,533.447,-188.577
"2023-11-21","2023-11-21T10:30:00","2023-11-21T11:00:00",4339.63,980,5612,499.209,-206.838
"2023-11-21","2023-11-21T11:00:00","2023-11-21T11:30:00",4324.53,980,5617,459.462,-146.992
"2023-11-21","2023-11-21T11:30:00","2023-11-21T12:00:00",4318.96,980,5585,439.459,-153.419
"2023-11-21","2023-11-21T12:00:00","2023-11-21T12:30:00",4336.96,980,5570,411.661,-158.622
"2023-11-21","2023-11-21T12:30:00","2023-11-21T13:00:00",4194.979,980,5616,416.302,24.718
"2023-11-21","2023-11-21T13:00:00","2023-11-21T13:30:00",4170.98,980,5608,423.396,33.624
"2023-11-21","2023-11-21T13:30:00","2023-11-21T14:00:00",4159.43,980,5536,412.976,-16.406
"2023-11-21","2023-11-21T14:00:00","2023-11-21T14:30:00",4157.88,980,5535,395.737,1.383
"2023-11-21","2023-11-21T14:30:00","2023-11-21T15:00:00",4141.86,980,5591,374.577,94.563
"2023-11-21","2023-11-21T15:00:00","2023-11-21T15:30:00",4205.26,980,5642,370.179,86.561
"2023-11-21","2023-11-21T15:30:00","2023-11-21T16:00:00",4217.01,980,5718,372.486,148.504
"2023-11-21","2023-11-21T16:00:00","2023-11-21T16:30:00",4378,980,5812,414.771,39.229
"2023-11-21","2023-11-21T16:30:00","2023-11-21T17:00:00",4484.62,980,6029,429.991,134.389
"2023-11-21","2023-11-21T17:00:00","2023-11-21T17:30:00",4466.91,980,6303,503.396,352.694
"2023-11-21","2023-11-21T17:30:00","2023-11-21T18:00:00",4511.56,980,6430,534.459,403.981
"2023-11-21","2023-11-21T18:00:00","2023-11-21T18:30:00",4528.01,980,6366,706.276,151.714
"2023-11-21","2023-11-21T18:30:00","2023-11-21T19:00:00",4444.41,980,6229,703.546,101.044
"2023-11-21","2023-11-21T19:00:00","2023-11-21T19:30:00",4319.92,853,6061,873.253,14.827
"2023-11-21","2023-11-21T19:30:00","2023-11-21T20:00:00",4078.44,729,5976,889.122,279.438
"2023-11-21","2023-11-21T20:00:00","2023-11-21T20:30:00",4016.04,608,5810,1206.739,-20.779
"2023-11-21","2023-11-21T20:30:00","2023-11-21T21:00:00",3795.36,569,5671,1202.205,104.435
"2023-11-21","2023-11-21T21:00:00","2023-11-21T21:30:00",3812.4,477,5512,1388.879,-166.278
"2023-11-21","2023-11-21T21:30:00","2023-11-21T22:00:00",3448.1,316,5296,1425.169,106.731
"2023-11-21","2023-11-21T22:00:00","2023-11-21T22:30:00",3263.7,450,5045,1719.709,-388.409
"2023-11-21","2023-11-21T22:30:00","2023-11-21T23:00:00",2472.05,353,4787,1759.293,202.657
"2023-11-22","2023-11-21T23:00:00","2023-11-21T23:30:00",2435.55,207,4589,1965.764,-19.314
"2023-11-22","2023-11-21T23:30:00","2023-11-22T00:00:00",1494.95,383,4464,1966.882,619.168
"2023-11-22","2023-11-22T00:00:00","2023-11-22T00:30:00",1460.1,128,4002,2125.481,288.418
"2023-11-22","2023-11-22T00:30:00","2023-11-22T01:00:00",1457.7,91,3914,2076.951,288.349
"2023-11-22","2023-11-22T01:00:00","2023-11-22T01:30:00",1385.5,84,3796,2245.591,80.909
"2023-11-22","2023-11-22T01:30:00","2023-11-22T02:00:00",1287.36,80,3766,2216.259,182.381
"2023-11-22","2023-11-22T02:00:00","2023-11-22T02:30:00",1044.51,39,3694,2486.616,123.874
"2023-11-22","2023-11-22T02:30:00","2023-11-22T03:00:00",916.44,101,3692,2424.345,250.215
"2023-11-22","2023-11-22T03:00:00","2023-11-22T03:30:00",908.89,74,3669,2552.415,133.695
"2023-11-22","2023-11-22T03:30:00","2023-11-22T04:00:00",861.38,-28,3627,2536.005,257.615
"2023-11-22","2023-11-22T04:00:00","2023-11-22T04:30:00",861.73,-44,3607,2659.779,129.491
"2023-11-22","2023-11-22T04:30:00","2023-11-22T05:00:00",862.63,-57,3615,2681.826,127.544
"2023-11-22","2023-11-22T05:00:00","2023-11-22T05:30:00",1120.48,-70,3700,2810.025,-160.505
"2023-11-22","2023-11-22T05:30:00","2023-11-22T06:00:00",1195.73,-200,3785,2742.699,46.571
"2023-11-22","2023-11-22T06:00:00","2023-11-22T06:30:00",1468.23,-300,3970,2844.001,-42.231
"2023-11-22","2023-11-22T06:30:00","2023-11-22T07:00:00",1612.38,-223,4286,2690.477,206.144
"2023-11-22","2023-11-22T07:00:00","2023-11-22T07:30:00",1997.34,-74,4690,2770.14,-3.48
"2023-11-22","2023-11-22T07:30:00","2023-11-22T08:00:00",2097.75,78,5193,2622.43,394.82
"2023-11-22","2023-11-22T08:00:00","2023-11-22T08:30:00",2122.85,228,5406,2857.864,197.286
"2023-11-22","2023-11-22T08:30:00","2023-11-22T09:00:00",2034.99,429,5483,2736.926,282.084
"2023-11-22","2023-11-22T09:00:00","2023-11-22T09:30:00",2111.43,482,5566,2886.162,86.408
"2023-11-22","2023-11-22T09:30:00","2023-11-22T10:00:00",2047.98,643,5643,2830.629,121.391
"2023-11-22","2023-11-22T10:00:00","2023-11-22T10:30:00",2051.18,568,5607,3026.028,-38.208
"2023-11-22","2023-11-22T10:30:00","2023-11-22T11:00:00",2060.43,465,5561,2956.909,78.661
"2023-11-22","2023-11-22T11:00:00","2023-11-22T11:30:00",2059.98,488,5543,3169.302,-174.281
"2023-11-22","2023-11-22T11:30:00","2023-11-22T12:00:00",1989.19,300,5522,2981.177,251.632
"2023-11-22","2023-11-22T12:00:00","2023-11-22T12:30:00",1991.44,220,5494,3106.967,175.594
"2023-11-22","2023-11-22T12:30:00","2023-11-22T13:00:00",1991.29,172,5529,2910.392,455.318
"2023-11-22","2023-11-22T13:00:00","2023-11-22T13:30:00",1990.89,114,5524,3108.218,310.892
"2023-11-22","2023-11-22T13:30:00","2023-11-22T14:00:00",1981.54,57,5463,2947.734,476.726
"2023-11-22","2023-11-22T14:00:00","2023-11-22T14:30:00",1989.89,0,5472,3193.631,288.479
"2023-11-22","2023-11-22T14:30:00","2023-11-22T15:00:00",1957.99,0,5481,3082.89,440.12
"2023-11-22","2023-11-22T15:00:00","2023-11-22T15:30:00",2065.607,88,5523,3256.552,112.841
"2023-11-22","2023-11-22T15:30:00","2023-11-22T16:00:00",2069.64,0,5602,3142.596,389.764
"2023-11-22","2023-11-22T16:00:00","2023-11-22T16:30:00",2037.39,131,5706,3211.369,326.241
"2023-11-22","2023-11-22T16:30:00","2023-11-22T17:00:00",2245.44,166,5980,3136.459,432.101
"2023-11-22","2023-11-22T17:00:00","2023-11-22T17:30:00",2425.62,289,6285,3198.94,371.44
"2023-11-22","2023-11-22T17:30:00","2023-11-22T18:00:00",2217.2,439,6370,3119.366,594.434
"2023-11-22","2023-11-22T18:00:00","2023-11-22T18:30:00",2235.25,481,6294,3218.974,358.775
"2023-11-22","2023-11-22T18:30:00","2023-11-22T19:00:00",2174.36,384,6140,3118.238,463.402
"2023-11-22","2023-11-22T19:00:00","2023-11-22T19:30:00",2107.86,327,5964,3291.23,237.909
"2023-11-22","2023-11-22T19:30:00","2023-11-22T20:00:00",2008.73,291,5821,3171.374,349.896
"2023-11-22","2023-11-22T20:00:00","2023-11-22T20:30:00",1958.38,218,5660,3498.973,-15.354
"2023-11-22","2023-11-22T20:30:00","2023-11-22T21:00:00",1905.53,140,5521,3415.29,60.18
"2023-11-22","2023-11-22T21:00:00","2023-11-22T21:30:00",1965.597,18,5378,3521.311,-126.908
"2023-11-22","2023-11-22T21:30:00","2023-11-22T22:00:00",1396.43,154,5135,3441.375,143.195
"2023-11-22","2023-11-22T22:00:00","2023-11-22T22:30:00",1389.98,271,4911,3526.061,-276.041
"2023-11-22","2023-11-22T22:30:00","2023-11-22T23:00:00",872.35,307,4666,3435.068,51.582
"2023-11-23","2023-11-22T23:00:00","2023-11-22T23:30:00",871.75,427,4456,3450.866,-293.616
"2023-11-23","2023-11-22T23:30:00","2023-11-23T00:00:00",655.5,394,4301,3331.552,-80.052
"2023-11-23","2023-11-23T00:00:00","2023-11-23T00:30:00",650.6,475,4072,3243.35,-296.95
"2023-11-23","2023-11-23T00:30:00","2023-11-23T01:00:00",648.1,235,3944,3153.813,-92.914
"2023-11-23","2023-11-23T01:00:00","2023-11-23T01:30:00",362.3,177,3836,3165.912,130.788
"2023-11-23","2023-11-23T01:30:00","2023-11-23T02:00:00",362.4,376,3800,3103.766,-42.166
"2023-11-23","2023-11-23T02:00:00","2023-11-23T02:30:00",361.85,404,3778,3260.821,-248.671
"2023-11-23","2023-11-23T02:30:00","2023-11-23T03:00:00",362.15,430,3791,3244.664,-245.814
"2023-11-23","2023-11-23T03:00:00","2023-11-23T03:30:00",362.95,438,3724,3363.064,-440.014
"2023-11-23","2023-11-23T03:30:00","2023-11-23T04:00:00",363.95,407,3701,3291.053,-361.003
"2023-11-23","2023-11-23T04:00:00","2023-11-23T04:30:00",365.4,432,3684,3353.553,-466.953
"2023-11-23","2023-11-23T04:30:00","2023-11-23T05:00:00",364.65,360,3681,3274.61,-318.26
"2023-11-23","2023-11-23T05:00:00","2023-11-23T05:30:00",366.65,226,3679,3341.827,-255.477
"2023-11-23","2023-11-23T05:30:00","2023-11-23T06:00:00",657.3,0,3774,3267.522,-150.823
"2023-11-23","2023-11-23T06:00:00","2023-11-23T06:30:00",655.45,0,3954,3449.704,-151.154
"2023-11-23","2023-11-23T06:30:00","2023-11-23T07:00:00",658.15,114,4269,3440.687,56.163
"2023-11-23","2023-11-23T07:00:00","2023-11-23T07:30:00",654.4,352,4690,3520.372,163.229
"2023-11-23","2023-11-23T07:30:00","2023-11-23T08:00:00",816.91,561,5201,3446.27,376.82
"2023-11-23","2023-11-23T08:00:00","2023-11-23T08:30:00",1339.4,450,5411,3591.646,29.954
"2023-11-23","2023-11-23T08:30:00","2023-11-23T09:00:00",1219.59,440,5495,3551.513,283.896
"2023-11-23","2023-11-23T09:00:00","2023-11-23T09:30:00",1231.84,590,5571,3588.966,160.194
"2023-11-23","2023-11-23T09:30:00","2023-11-23T10:00:00",1223.89,799,5655,3473.404,158.707
"2023-11-23","2023-11-23T10:00:00","2023-11-23T10:30:00",1229.99,730,5636,3430.945,245.065
"2023-11-23","2023-11-23T10:30:00","2023-11-23T11:00:00",1234.84,796,5601,3306.26,263.899
"2023-11-23","2023-11-23T11:00:00","2023-11-23T11:30:00",1224.457,833,5603,3327.822,217.721
"2023-11-23","2023-11-23T11:30:00","2023-11-23T12:00:00",1157.6,859,5586,3192.925,376.475
"2023-11-23","2023-11-23T12:00:00","2023-11-23T12:30:00",1164.7,841,5595,3232.374,356.926
"2023-11-23","2023-11-23T12:30:00","2023-11-23T13:00:00",1166.45,908,5635,3091.171,469.379
"2023-11-23","2023-11-23T13:00:00","2023-11-23T13:30:00",1168.2,829,5646,3140.467,508.333
"2023-11-23","2023-11-23T13:30:00","2023-11-23T14:00:00",1177.1,787,5566,2948.181,653.719
"2023-11-23","2023-11-23T14:00:00","2023-11-23T14:30:00",1210,823,5516,3015.818,467.182
"2023-11-23","2023-11-23T14:30:00","2023-11-23T15:00:00",1180.35,773,5515,2838.078,723.572
"2023-11-23","2023-11-23T15:00:00","2023-11-23T15:30:00",1313.883,922,5557,2963.377,357.74
"2023-11-23","2023-11-23T15:30:00","2023-11-23T16:00:00",1458.15,980,5636,2729.296,468.554
"2023-11-23","2023-11-23T16:00:00","2023-11-23T16:30:00",2067.96,831,5740,2817.536,23.504
"2023-11-23","2023-11-23T16:30:00","2023-11-23T17:00:00",2407.06,677,6003,2615.307,303.633
"2023-11-23","2023-11-23T17:00:00","2023-11-23T17:30:00",2598.15,648,6259,2765.041,247.809
"2023-11-23","2023-11-23T17:30:00","2023-11-23T18:00:00",2613.05,755,6340,2507.638,464.312
"2023-11-23","2023-11-23T18:00:00","2023-11-23T18:30:00",2600.95,905,6262,2735.27,20.78
"2023-11-23","2023-11-23T18:30:00","2023-11-23T19:00:00",2658.22,980,6101,2403.669,59.111
"2023-11-23","2023-11-23T19:00:00","2023-11-23T19:30:00",2672.07,980,5928,2606.868,-330.938
"2023-11-23","2023-11-23T19:30:00","2023-11-23T20:00:00",2661.06,980,5866,2219.021,5.919
"2023-11-23","2023-11-23T20:00:00","2023-11-23T20:30:00",2644.4,980,5691,2290.435,-223.835
"2023-11-23","2023-11-23T20:30:00","2023-11-23T21:00:00",2673.53,980,5526,1854.166,18.304
"2023-11-23","2023-11-23T21:00:00","2023-11-23T21:30:00",2570.02,980,5389,1844.558,-5.578
"2023-11-23","2023-11-23T21:30:00","2023-11-23T22:00:00",2253.06,980,5125,1525.879,366.061
"2023-11-23","2023-11-23T22:00:00","2023-11-23T22:30:00",2172.62,980,4868,1606.357,109.022
"2023-11-23","2023-11-23T22:30:00","2023-11-23T23:00:00",2018.66,980,4628,1362.293,267.047
"2023-11-24","2023-11-23T23:00:00","2023-11-23T23:30:00",1814.11,980,4422,1444.572,183.318
"2023-11-24","2023-11-23T23:30:00","2023-11-24T00:00:00",1802.86,980,4280,1253.973,243.167
"2023-11-24","2023-11-24T00:00:00","2023-11-24T00:30:00",1759.45,980,4209,1293.431,176.119
"2023-11-24","2023-11-24T00:30:00","2023-11-24T01:00:00",1610.29,980,4065,1129.707,345.003
"2023-11-24","2023-11-24T01:00:00","2023-11-24T01:30:00",1509.15,980,3937,1293.664,154.186
"2023-11-24","2023-11-24T01:30:00","2023-11-24T02:00:00",1432.45,980,3919,1056.4,450.15
"2023-11-24","2023-11-24T02:00:00","2023-11-24T02:30:00",1427.72,950,3849,1202.656,268.624
"2023-11-24","2023-11-24T02:30:00","2023-11-24T03:00:00",1421.88,950,3848,997.915,478.205
"2023-11-24","2023-11-24T03:00:00","2023-11-24T03:30:00",1426.65,950,3788,1159.855,251.495
"2023-11-24","2023-11-24T03:30:00","2023-11-24T04:00:00",1425.85,950,3780,956,448.15
"2023-11-24","2023-11-24T04:00:00","2023-11-24T04:30:00",1446.15,950,3744,1126.716,221.134
"2023-11-24","2023-11-24T04:30:00","2023-11-24T05:00:00",1442.56,950,3734,915.309,426.131
"2023-11-24","2023-11-24T05:00:00","2023-11-24T05:30:00",1513.22,950,3755,1033.286,258.494
"2023-11-24","2023-11-24T05:30:00","2023-11-24T06:00:00",1667.55,950,3842,822.53,401.92
"2023-11-24","2023-11-24T06:00:00","2023-11-24T06:30:00",2320.83,980,4031,892.483,-162.313
"2023-11-24","2023-11-24T06:30:00","2023-11-24T07:00:00",2491,980,4365,714.824,179.176
"2023-11-24","2023-11-24T07:00:00","2023-11-24T07:30:00",3451.86,835,4760,771.824,-298.684
"2023-11-24","2023-11-24T07:30:00","2023-11-24T08:00:00",3619.5,865,5237,636.121,116.379
"2023-11-24","2023-11-24T08:00:00","2023-11-24T08:30:00",3889.74,922,5435,693.41,-70.15
"2023-11-24","2023-11-24T08:30:00","2023-11-24T09:00:00",3886.94,980,5542,570.952,104.108
"2023-11-24","2023-11-24T09:00:00","2023-11-24T09:30:00",3904.94,980,5588,680.058,23.002
"2023-11-24","2023-11-24T09:30:00","2023-11-24T10:00:00",3901.39,980,5646,581.447,183.164
"2023-11-24","2023-11-24T10:00:00","2023-11-24T10:30:00",3900.74,980,5593,813.922,-101.662
"2023-11-24","2023-11-24T10:30:00","2023-11-24T11:00:00",3896.669,980,5520,768.319,-124.988
"2023-11-24","2023-11-24T11:00:00","2023-11-24T11:30:00",3895.69,980,5489,771.943,-158.632
"2023-11-24","2023-11-24T11:30:00","2023-11-24T12:00:00",3819.35,980,5474,743.291,-68.641
"2023-11-24","2023-11-24T12:00:00","2023-11-24T12:30:00",3818.75,980,5440,749.119,-107.868
"2023-11-24","2023-11-24T12:30:00","2023-11-24T13:00:00",3843.925,980,5442,724.183,-106.107
"2023-11-24","2023-11-24T13:00:00","2023-11-24T13:30:00",3847.5,980,5421,664.215,-70.715
"2023-11-24","2023-11-24T13:30:00","2023-11-24T14:00:00",3846.95,980,5305,594.251,-116.201
"2023-11-24","2023-11-24T14:00:00","2023-11-24T14:30:00",3895.949,980,5273,620.033,-222.983
"2023-11-24","2023-11-24T14:30:00","2023-11-24T15:00:00",4006.781,980,5267,502.164,-221.945
"2023-11-24","2023-11-24T15:00:00","2023-11-24T15:30:00",4180.95,980,5270,379.019,-269.968
"2023-11-24","2023-11-24T15:30:00","2023-11-24T16:00:00",4363.8,980,5359,336.24,-321.04
"2023-11-24","2023-11-24T16:00:00","2023-11-24T16:30:00",4430.15,980,5452,298.721,-256.871
"2023-11-24","2023-11-24T16:30:00","2023-11-24T17:00:00",4453.15,980,5624,285.477,-94.626
"2023-11-24","2023-11-24T17:00:00","2023-11-24T17:30:00",4778.82,980,5986,356.976,-129.796
"2023-11-24","2023-11-24T17:30:00","2023-11-24T18:00:00",4815.57,980,6176,284.824,95.606
"2023-11-24","2023-11-24T18:00:00","2023-11-24T18:30:00",4811.971,980,6155,299.041,63.988
"2023-11-24","2023-11-24T18:30:00","2023-11-24T19:00:00",4711.16,980,6038,241.026,105.814
"2023-11-24","2023-11-24T19:00:00","2023-11-24T19:30:00",4688.061,980,5875,283.667,-76.728
"2023-11-24","2023-11-24T19:30:00","2023-11-24T20:00:00",4596.06,980,5765,243.285,-54.345
"2023-11-24","2023-11-24T20:00:00","2023-11-24T20:30:00",4289.66,980,5622,312.531,39.809
"2023-11-24","2023-11-24T20:30:00","2023-11-24T21:00:00",4266.71,980,5479,282.632,-50.342
"2023-11-24","2023-11-24T21:00:00","2023-11-24T21:30:00",4283.035,980,5313,278.848,-228.883
"2023-11-24","2023-11-24T21:30:00","2023-11-24T22:00:00",3975.89,980,5098,255.818,-113.708
"2023-11-24","2023-11-24T22:00:00","2023-11-24T22:30:00",3748.38,980,4892,239.017,-75.396
"2023-11-24","2023-11-24T22:30:00","2023-11-24T23:00:00",3572.65,980,4707,232.757,-78.406
"2023-11-25","2023-11-24T23:00:00","2023-11-24T23:30:00",3499.5,980,4540,227.701,-167.201
"2023-11-25","2023-11-24T23:30:00","2023-11-25T00:00:00",3370.85,980,4450,231.419,-132.27
"2023-11-25","2023-11-25T00:00:00","2023-11-25T00:30:00",3227.65,980,4295,252.767,-165.417
"2023-11-25","2023-11-25T00:30:00","2023-11-25T01:00:00",3012.2,980,4188,250.245,-54.445
"2023-11-25","2023-11-25T01:00:00","2023-11-25T01:30:00",3014.6,963,4086,254.263,-145.863
"2023-11-25","2023-11-25T01:30:00","2023-11-25T02:00:00",3004.2,976,4032,255.653,-203.853
"2023-11-25","2023-11-25T02:00:00","2023-11-25T02:30:00",2827.1,980,3868,282.29,-221.39
"2023-11-25","2023-11-25T02:30:00","2023-11-25T03:00:00",2856.66,980,3864,282.352,-255.012
"2023-11-25","2023-11-25T03:00:00","2023-11-25T03:30:00",2858.16,980,3798,287.39,-327.55
"2023-11-25","2023-11-25T03:30:00","2023-11-25T04:00:00",2777.9,980,3747,292.605,-303.505
"2023-11-25","2023-11-25T04:00:00","2023-11-25T04:30:00",2674.6,980,3716,296.647,-235.247
"2023-11-25","2023-11-25T04:30:00","2023-11-25T05:00:00",2644.76,980,3713,305.057,-216.816
"2023-11-25","2023-11-25T05:00:00","2023-11-25T05:30:00",2617.16,980,3686,291.536,-202.696
"2023-11-25","2023-11-25T05:30:00","2023-11-25T06:00:00",2654.06,980,3717,302.823,-219.883
"2023-11-25","2023-11-25T06:00:00","2023-11-25T06:30:00",2766.37,970,3807,271.984,-201.354
"2023-11-25","2023-11-25T06:30:00","2023-11-25T07:00:00",3028.87,952,3960,288.574,-309.443
"2023-11-25","2023-11-25T07:00:00","2023-11-25T07:30:00",3214.05,980,4125,275.783,-344.833
"2023-11-25","2023-11-25T07:30:00","2023-11-25T08:00:00",3257,980,4312,292.375,-217.375
"2023-11-25","2023-11-25T08:00:00","2023-11-25T08:30:00",3353.6,980,4498,266.78,-102.38
"2023-11-25","2023-11-25T08:30:00","2023-11-25T09:00:00",3388.15,980,4688,285.119,34.731
"2023-11-25","2023-11-25T09:00:00","2023-11-25T09:30:00",3554.43,980,4957,286.119,136.451
"2023-11-25","2023-11-25T09:30:00","2023-11-25T10:00:00",3573.73,980,5070,335.057,181.213
