DeliveryDate,TradeDate,StartTime,EndTime,NominalFrequency,AverageFrequency,ParticipantName,ResourceName,ResourceType,Jurisdiction,MeteredMW
2023-11-19,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,50.0,49.995,,,,,
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402573,GU_405880,GEN,ROI,4.603
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402573,GU_404270,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402573,GU_404260,GEN,ROI,-0.276
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402564,GU_403810,GEN,ROI,6.309
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402563,GU_404480,GEN,ROI,3.123
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402563,GU_403800,GEN,ROI,9.086
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402561,GU_403770,GEN,ROI,14.08
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402560,GU_405930,GEN,ROI,10.54
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402560,GU_403900,GEN,ROI,5.505
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402560,GU_403830,GEN,ROI,5.217
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402546,GU_403400,GEN,ROI,16.254
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_405900,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_405160,GEN,ROI,10.58
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402540,GU_405110,GEN,ROI,8.773
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_405070,GEN,ROI,-0.116
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402576,GU_404330,GEN,ROI,19.02
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_404900,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402577,GU_404340,GEN,ROI,4.323
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402579,GU_404360,GEN,ROI,-0.15
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501520,GEN,NI,2.929
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501160,GEN,NI,18.08
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_500740,GEN,NI,4.05
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_500020,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_500010,GEN,NI,4.278
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402613,GU_405210,GEN,ROI,44.39
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402608,GU_405140,GEN,ROI,22.08
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402607,GU_405080,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402591,GU_404630,GEN,ROI,2.515
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402586,GU_404550,GEN,ROI,-0.037
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402585,GU_404540,GEN,ROI,-0.016
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402584,GU_404530,GEN,ROI,-0.031
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402580,GU_404390,GEN,ROI,-0.1
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402580,GU_404380,GEN,ROI,-0.1
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402579,GU_404370,GEN,ROI,-0.15
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402577,GU_404930,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501550,GEN,NI,4.817
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_404520,GEN,ROI,-0.117
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_404010,GEN,ROI,0.03
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400200,GU_403880,GEN,ROI,6.302
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400200,GU_403750,GEN,ROI,1.066
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400198,GU_402030,GEN,ROI,30.979
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400192,GU_401980,GEN,ROI,4.832
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400185,GU_401950,GEN,ROI,7.481
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400178,GU_401900,GEN,ROI,21.234
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400174,GU_405870,GEN,ROI,2.815
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400169,GU_401860,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400165,GU_401840,GEN,ROI,18.55
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400146,GU_401670,GEN,ROI,2.027
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400135,GU_401690,GEN,ROI,8.64
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400132,GU_401700,GEN,ROI,9.122
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400126,GU_401500,GEN,ROI,0.083
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400109,GU_401350,GEN,ROI,16.416
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400087,GU_401230,GEN,ROI,8.521
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400200,GU_403920,GEN,ROI,4.153
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_404510,GEN,ROI,0.006
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400200,GU_403990,GEN,ROI,1.941
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400200,GU_404470,GEN,ROI,12.829
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_404000,GEN,ROI,9.353
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_402540,GU_403390,GEN,ROI,9.926
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_402539,GU_403740,GEN,ROI,6.784
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400460,GU_403000,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400238,GU_403380,GEN,ROI,13.49
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400225,GU_402340,GEN,ROI,5.293
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400222,GU_402270,GEN,ROI,17.9
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400220,GU_405840,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400220,GU_402300,GEN,ROI,10.45
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400208,GU_402130,GEN,ROI,10.296
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400208,GU_402110,GEN,ROI,8.207
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400202,GU_404500,GEN,ROI,4.796
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400202,GU_404490,GEN,ROI,8.013
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400200,GU_404580,GEN,ROI,3.2
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400200,GU_404570,GEN,ROI,16.46
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400200,GU_404460,GEN,ROI,7.255
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501620,GEN,NI,3.994
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501630,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501670,GEN,NI,8.728
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500086,GU_501360,GEN,NI,2.306
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500074,GU_501250,GEN,NI,5.412
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500073,GU_501230,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500057,GU_503310,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500053,GU_501130,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500048,GU_500904,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500048,GU_500900,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500047,GU_500790,GEN,NI,3.469
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500045,GU_500825,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500045,GU_500824,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500045,GU_500821,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500045,GU_500820,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500044,GU_500720,GEN,NI,2.051
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500040,GU_503740,GEN,NI,32.564
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500040,GU_503730,GEN,NI,80.06
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500086,GU_501390,GEN,NI,0.615
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500040,GU_503720,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500086,GU_501410,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500086,GU_503940,GEN,NI,3.63
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500086,GU_501410,GEN,NI,1.452
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500057,GU_503310,GEN,NI,2.64
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_504050,GEN,NI,1.366
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_504060,GEN,NI,6.049
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_500020,GEN,NI,0.089
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400200,GU_403750,GEN,ROI,1.068
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400080,GU_404560,GEN,ROI,1.32
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400062,GU_401760,GEN,ROI,3.033
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400062,GU_401710,GEN,ROI,2.292
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_502534,GU_504040,GEN,NI,12.66
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_502534,GU_504030,GEN,NI,6.684
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_502532,GU_503980,GEN,NI,-0.132
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_502514,GU_503960,GEN,NI,-0.059
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_502514,GU_503950,GEN,NI,-0.131
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500110,GU_504200,GEN,NI,4.66
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500086,GU_503930,GEN,NI,1.813
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500040,GU_500284,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500040,GU_500283,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500039,GU_503900,GEN,NI,15.106
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500025,GU_501150,GEN,NI,3.768
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500025,GU_501050,GEN,NI,3.186
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500025,GU_501040,GEN,NI,2.291
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500024,GU_504090,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500024,GU_503400,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500024,GU_500041,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500024,GU_500040,GEN,NI,106.048
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_504160,GEN,NI,2.228
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_504070,GEN,NI,1.093
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_504060,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_504050,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501730,GEN,NI,3.25
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501720,GEN,NI,2.502
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501710,GEN,NI,3.935
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501700,GEN,NI,2.978
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500025,GU_501190,GEN,NI,4.141
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500025,GU_501210,GEN,NI,3.246
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500025,GU_501430,GEN,NI,1.895
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500025,GU_501440,GEN,NI,4.011
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500030,GU_503350,GEN,NI,-0.086
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503920,GEN,NI,9.665
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503860,GEN,NI,3.574
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503850,GEN,NI,1.868
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503840,GEN,NI,2.876
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503830,GEN,NI,5.268
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503820,GEN,NI,3.417
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400085,GU_401140,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503810,GEN,NI,2.233
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503790,GEN,NI,2.345
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503780,GEN,NI,2.232
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_501750,GEN,NI,4.521
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_501740,GEN,NI,3.106
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_501680,GEN,NI,1.985
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_501660,GEN,NI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_501350,GEN,NI,8.175
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500028,GU_503800,GEN,NI,3.498
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400080,GU_404560,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_500021,GU_501500,GEN,NI,6.336
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400078,GU_401010,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400250,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400240,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400221,GEN,ROI,11.77
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400220,GEN,ROI,11.7
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400211,GEN,ROI,5.025
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400210,GEN,ROI,5.135
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400203,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400202,GEN,ROI,8.91
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400201,GEN,ROI,9.98
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400200,GEN,ROI,10.05
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400183,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400182,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400181,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400180,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_405100,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400251,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_405090,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400252,GEN,ROI,0.041
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400270,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_401220,GEN,ROI,0.009
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400030,GU_401190,GEN,ROI,1.689
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400850,GEN,ROI,62.02
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400370,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400363,GEN,ROI,-36.932
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400362,GEN,ROI,-36.078
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400361,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400360,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400325,GEN,ROI,58.37
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400324,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400290,GEN,ROI,1.576
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400281,GEN,ROI,1.979
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400280,GEN,ROI,7.441
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400272,GEN,ROI,52.79
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400271,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_400260,GEN,ROI,0.76
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_403560,GEN,ROI,-0.067
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_402260,GEN,ROI,0.937
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_402160,GEN,ROI,1.793
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400920,GEN,ROI,10.06
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400910,GEN,ROI,15.21
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_400600,GEN,ROI,6.638
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400591,GEN,ROI,14.14
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_400080,GEN,ROI,9.383
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400070,GEN,ROI,5.75
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400060,GEN,ROI,10.805
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400050,GEN,ROI,11.63
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_400041,GEN,ROI,2.634
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_400030,GEN,ROI,4.614
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400021,GEN,ROI,0.201
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_400020,GEN,ROI,6.539
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,IO_MOYLE,I_NIMOYLE,IU,NI,-173.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400078,GU_401011,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,IO_EIDAC,I_ROIEWIC,IU,ROI,86.85
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_401080,GEN,ROI,3.839
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_402250,GEN,ROI,5.777
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_401380,GEN,ROI,8.67
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_401990,GEN,ROI,26.76
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_401890,GEN,ROI,4.46
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_401820,GEN,ROI,2.76
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_401810,GEN,ROI,9.437
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_401540,GEN,ROI,4.756
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400028,GU_400970,GEN,ROI,3.615
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400028,GU_400930,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400025,GU_405890,GEN,ROI,9.255
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400024,GU_400121,GEN,ROI,20.18
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400024,GU_400120,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_404990,GEN,ROI,7.766
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_403980,GEN,ROI,4.639
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_403950,GEN,ROI,5.417
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_403840,GEN,ROI,2.301
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_402220,GEN,ROI,7.2
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400021,GU_402210,GEN,ROI,7.143
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400021,GU_401960,GEN,ROI,23.24
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_403620,GEN,ROI,0.0
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400028,GU_405130,GEN,ROI,11.38
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400030,GU_403660,GEN,ROI,-0.197
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400062,GU_401740,GEN,ROI,14.799
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:29:59,,,PT_400062,GU_401720,GEN,ROI,5.193
,2023-11-19,2023-11-19T00:00:00,2023-11-19T00:30:00,,,PT_400062,GU_401710,GEN,ROI,0.0
